"app name","APK","occurrences"
"goods puzzle: sort challenge","com.fc.goods.sort.matching.puzzle.triplemaster","5"
"goods sorting 3d: match master","com.match.master3d.goods.sort.triple.game","5"
"goods triple match: sort games","6450691933","5"
"gordon ramsay: chef blast","com.outplayentertainment.chefblast","5"
"green sandbox","green.sandbox","5"
"gridpunk battle royale 3v3 pvp","com.nevergames.gridpunk","5"
"gt animal simulator 3d racing","com.ps.gt.animal.horse.racing.simulator","5"
"gun force side-scrolling game","com.os.fc.gunforce.sidescrolling.shooter","5"
"gzip lock","com.ziplocker.goldenziper.app","5"
"haber 7 - son dakika haberler","com.kanal7","5"
"happy glass","1425793208","5"
"havoc: gangster mafia games","com.havoc.gangster.mafia.games","5"
"healville hospital","com.playinfinity.game.healvillehospital","5"
"hero craft run 3d","com.xgame.merge.craft","5"
"hero making tycoon: idle games","com.hg.heromaking","5"
"high heels!","1545306176","5"
"hit the space: idle tycoon","com.uspex.hts","5"
"holla - live random video chat","com.exutech.chacha","5"
"home design dreams house games","com.holycowstudio.homedesigndreams","5"
"honeyreels","6477434409","5"
"hook & roll","com.krakerstudio.hookroll","5"
"hotel marina - grand tycoon","com.cscmobi.hotel.scapes","5"
"hotel transylvania adventures","com.crazylabs.hotel.transylvania.adventure","5"
"hulavpn pro: secure fast vpn","com.thehot.hulopro","5"
"hunter assassin","1479587574","5"
"i love hue too","com.zutgames.ilovehue2","5"
"i'm fireman: rescue simulator","com.uuyu.imafiremannew","5"
"ice skating ballerina","1187823762","5"
"idle dig factory","1660156364","5"
"idle gladiator arena","com.idle.gladiator.arena","5"
"immortal taoists-idle game of immortal cultivation","com.immortaltaoists.en","5"
"infinity 8 ball","com.sports.eightball.pool.rival","5"
"ioklok: top hd video hits&show","6473419184","5"
"itrix","com.diwaniyalabs.itrix","5"
"jackaroo | جاكارو","1187967236","5"
"jackpot master™ slots","com.jmsgame.jackpotmastercasino","5"
"jet attack move","com.attackmove.jetattackmove","5"
"jewel forest village","com.enp.forest.google","5"
"jewel mash","com.twimler.jewelmash","5"
"jewels classic - crush jewels","com.dysugar.jewels.prince","5"
"jilm","com.mvshow.rubi.jilm","5"
"join & clash: gang fight 3d","1499812410","5"
"karakartal - beşiktaş haberleri & canlı skor","com.karakartal","5"
"kicktipp","570703120","5"
"kiss: read & write romance","com.stardust.kissreader","5"
"kitty sort: twisted tails","6504183751","5"
"klondike adventures","com.vizorapps.klondike","5"
"kryds - the battle of words","app.kryds.android","5"
"kurir","net.trikoder.android.kurir","5"
"kuzbass: scary horror game","com.wetbox.kuzbass","5"
"landlord stock market games ar","950949627","5"
"laser: relaxing & anti-stress","1445523670","5"
"laundry rush","1632393283","5"
"lemmings: strategy & puzzle","1238114713","5"
"let’s survive - survival game","lets.survive.apocalypse.survival","5"
"limo car dino robot car game","com.fgz.flying.helicopter.transform.futuristic.robot.game","5"
"line drawing: no lift puzzle","6680175140","5"
"link animal","com.noithu","5"
"liverpool echo","684274958","5"
"livetopia: party!","com.metroville.global","5"
"logo master - design & maker","com.logomaster.logomaker","5"
"logo quiz - world trivia game","com.logoquiz.triviagame","5"
"lokicraft","com.ua.building.lokicraft","5"
"lost in island: sliding puzzle","com.game.parking.lostisland","5"
"love rush - draw to love","com.loverush.loverace.draw.puzzle","5"
"mafia war: grand city","com.gangter.world.gr","5"
"magic cross-stitch: pixel art","1461096984","5"
"magnet miner","6477859746","5"
"malen nach zahlen","paint.by.number.pixel.art.coloring.drawing.puzzle","5"
"mamma resto","com.mammaresto.appstronauts","5"
"map for fallout 4 [unofficial]","com.tspoon.fallout4.map","5"
"marble match classic","com.core.biggame.marble.android","5"
"massive warfare: tank battles","1249351715","5"
"match pair: number puzzle game","com.ugames.numbers","5"
"math crossword","com.zm.crossmath","5"
"mdf : quit x addiction","manevolves.mdf","5"
"medibang paint for iphone","1031158715","5"
"mega ramp speedster","com.speedmee.ramp","5"
"meow tower: nonogram (offline)","com.grapetree.meowtower","5"
"mercedes car wallpaper","com.zelony.mercedes.wallpaper","5"
"merge dreamland - magic island","com.zymobile.merge.magical.gp","5"
"merge inn - tasty match puzzle","1541160673","5"
"merge legend-atlantis mermaid","com.ejoy.sea","5"
"merge manor : sunny house","1573861950","5"
"mighty party: battle heroes","1163805393","5"
"mills | nine men's morris - free online board game","com.donkeycat.mill","5"
"mini heroes: mars' squad","com.and.brawl.en","5"
"mini puzzle challenge game","6480044742","5"
"mintkarma: easy gift cards","com.mintkarma.karmaburst","5"
"mlb 9 innings 24","com.com2us.ninepb3d.normal.freefull.google.global.android.common","5"
"monkey king: to the west","com.journey.to.the.west.monkey.king","5"
"monster catch - trainer rodeo","com.nomadicbeargames.monstercatch","5"
"monster horde: hide 'n seek","com.proto.monsterhorde","5"
"monster school breakout obby","com.monster.school.obby2025","5"
"move animals!","1612931269","5"
"mowing simulator - lawn mower","1578671890","5"
"mr. pain","wc.welcomecenter.mrpain","5"
"murder by choice: mystery game","com.nordcurrent.murderisland","5"
"music rhythm player","com.music.rhythm.player","5"
"musicmix: beat box craft","com.musicmix.beatbox.craft","5"
"my arcade center v2","com.kyosointeractive.myac2","5"
"my home design : garden life","com.cookapps.garden.life.home.design.gardenlife","5"
"my ice cream truck: food game","br.com.tapps.myicecreamtruck","5"
"mystery art gallery: match 3","com.braeve.mysteryartgallery.google","5"
"neku: oc character creator","com.stickermobi.avatarmaker","5"
"neoncleaner secure app manager","neon.pro.mob","5"
"nerf: superblast online fps","com.nitrogames.newdawn","5"
"nlt bible app","org.bible.nltbible.newlivingtranslation","5"
"no humanity - the hardest game","com.sweatychair.lastofhumanity","5"
"number master","com.kayac.level_up_number","5"
"nuts bolts puzzle: screw game","nuts.bolts.woody.puzzle","5"
"nuts color bolts: sorting game","6499002883","5"
"obby bike: parkour adventure","com.gingerplay.obbyonabike","5"
"odd socks","air.com.oak.oddsocksmob","5"
"ofo - warm connection","6470430358","5"
"only go up parkour simulator","com.bgs.only.jump.up","5"
"opera browser beta with ai","com.opera.browser.beta","5"
"oxide: survival island","com.catsbit.oxidesurvivalisland","5"
"paint by numbers creator","com.mixaimaging.paintbynumber","5"
"parkour world: run and jump up","6503934461","5"
"parties & puzzles: tile games","1587568164","5"
"password master","com.zczcf.gygyu.ffdd.ruer","5"
"pen dig","com.dodogame.pendig","5"
"perfect life: visual novel","com.episodes.choices.story.perfect.life","5"
"perfect tower","1318292856","5"
"pet world - wildlife america - animal game","com.tivola.wildlife.free","5"
"phone cleaner・ai clean storage","1463756032","5"
"photogrid: video collage maker","543577420","5"
"piano tiles 3: anime & pop","tiles.piano.anime.music.tiles","5"
"picerase: ai background eraser","com.picerase.editor.removebackground","5"
"picsart ai photo video editor","587366035","5"
"pirates of galaxy: epic hunter","com.juudoo.pirates.of.galaxy","5"
"pixel gun 3d: survival shooter & battle royale","com.pixel.gun3d","5"
"pizza games: cooking games","com.hg.pizza.maker.cooking.games","5"
"play together","1402384531","5"
"pokellector: pokemon cards","air.com.pokellector.mobile","5"
"police rage: cop game","com.police.rage","5"
"polovniautomobili","com.infostud.android.pa","5"
"pons translate","com.pons.onlinedictionary","5"
"popstar!","com.zplayworld.popstar","5"
"pose to hide: tricky puzzle","com.human.posing.hf","5"
"powerful cleaner","linger.powerful.cleaner","5"
"pray daily - kjv bible & verse","bible.pray.daily.women.offline.kjv","5"
"pro builder 3d","io.blackcandy.probuilder3d","5"
"puzzle blast","com.loopgames.blast","5"
"pyramid solitaire - egypt","490611632","5"
"pyramid solitaire - egypt","glowingeye.pyramid_solitaire_ancient_egypt","5"
"quotescapes: word game","com.bigstarkids.quotescapes","5"
"race.io","com.vive.riderleague","5"
"radiant video player lite","1209783426","5"
"radios de nicaragua en vivo","radios.de.nicaragua.gratis","5"
"red ball 3: jump for love! bou","com.herocraft.game.free.redball3","5"
"riot z","com.ysocorp.riotz","5"
"robux easy scratch","com.freerobux.scratchfreerobux","5"
"roof rails","1524760095","5"
"roundabout 2: a real city driving parking sim","com.playwithgames.roundabout2parking","5"
"rts siege up! - medieval war","com.abuksigun.rpg_prototype","5"
"rugby league live: nrl scores","315297855","5"
"rumble stars football","com.frogmind.rumblestars","5"
"rummy - offline board game","com.sngict.rummy","5"
"rush short-movies and drama","6476897865","5"
"rush velocity: car game","realcar.driving.traffic.city.car3d.race.openworld","5"
"russian car drift","com.carlovers.ladadrift","5"
"save the house : prank game 3d","com.zatg.robber.homealone.pranks","5"
"scatter slots - free casino slot machines online","com.murka.scatterslots","5"
"scores app: college football","com.sports.schedules.football.ncaa","5"
"screw match: puzzle game","io.screwmatch","5"
"shades: shadow fight roguelike","1624503075","5"
"shadow fight 3 - rpg fighting","964827011","5"
"shape race: car transform race","com.shaperace.shape.transform","5"
"shelf quest match & clear","com.shelf.quest.clear","5"
"shoot the box","com.sixtyfiveproductions.shootthebox","5"
"sierra 7 - tactical shooter","air.com.shdgames.sierra7.gp","5"
"simple radio - free live fm am","com.streema.simpleradio","5"
"simple radio: live am fm radio","com.streema.simpleradio","5"
"size shift runner","com.size.shift.runner.puzzle.game.casual","5"
"skate master challenge","com.mirai.skater.simulator.skateboard","5"
"skinape csgo: win cs2 skins","com.efezgames.skinape","5"
"sniper strike: shooting games","1186805817","5"
"soccer games","1386360572","5"
"soccer kicks - stars strike","com.inlogicsports.footballkicks","5"
"solar smash 2d","com.paradyme.solarsmash2d","5"
"sonic dash","com.sega.sonicdash","5"
"spades - batak online hd","1342611140","5"
"spelling quiz - word trivia","spelling.quiz.trivia.question.answer.correct.word.learn.language.puzzle","5"
"spicy - lesbian chat & dating","com.jaumo.lesbian","5"
"spider rope hero: superhero","com.fgz.us.flying.police.robot.rope.hero.crime.city.hero.games","5"
"spider solitaire - card games","com.shoreline.game.spider.solitaire","5"
"spider solitaire fun","1483439031","5"
"spider solitaire","com.bigcake.android.spidersolitaire","5"
"spider solitaire","com.onecmobile.spidersolitaire","5"
"spinner battle merge attack","com.gp.spinner.battle.blade.game","5"
"sprunk & spranky music mob box","6736460113","5"
"stairway to heaven","com.casual.stairwaytoheaven","5"
"stickman heroes: battle of god","com.stickman.heroes.battle.of.warriors.stickmanwarriors","5"
"stop the flow! - rescue puzzle","1565098297","5"
"story matching","6737405627","5"
"stuntman ragdoll action movie","com.stuntman.ragdoll.action.movie","5"
"sudoku","easy.sudoku.puzzle.solver.free","5"
"sunset bike racer - motocross","net.kamptner.sunsetracer","5"
"super bob's world : new game","1535589955","5"
"super car jumping","1643821846","5"
"super car racing","com.planetcaravalgames.supercarracing3d","5"
"super cat world","com.catmario2.hd","5"
"super hedgehog rope hero","com.running.monster.ropehero","5"
"super soccer 3v3 (online)","com.limongames.supersoccer","5"
"super tank rumble: origin","com.lumidia.st1","5"
"supermarket simulator 3d","com.playspare.supermarket.store.simulator","5"
"t sports live cricket","1619175261","5"
"tacticool: pvp shooting games","1240200305","5"
"tangled line-knot untie puzzle","com.fc.p.hk.knot.tangle.line.twist.untie","5"
"tap out: take away 3d cubes","com.lifepulse.tap.out.away3d.cube.block.puzzle.games","5"
"taxi car driving simulator","com.gf.taxi.drivingschoolparking","5"
"taylor's secret: merge story","1659615328","5"
"teen patti octro poker & rummy","com.octro.teenpatti","5"
"test driving games:car games3d","com.dfz.gas.station.mechanic.parking","5"
"the dailyhoroscope","363920434","5"
"the mirror","com.mirror.news","5"
"the oregon trail: boom town","1598307047","5"
"the planes: sky bomber","com.byv.theplanesbomber","5"
"the warrior - top stickman","com.minix.speargames","5"
"tic tac toe glow: 2 player xo","1641675214","5"
"tile club","com.gamovation.tileclub","5"
"tile connect - classic match","1529839083","5"
"tile fish match puzzle game","com.zg.tile.fish","5"
"time bomb prank simulator game","com.bgs.taser.prank.gunsimulator","5"
"time guardians: hidden mystery","com.nordcurrent.time","5"
"time war","com.spcomes.timewar","5"
"toilet rush: pee master","1663884877","5"
"tomb miner - idle merge","com.tombminer.idle.merge","5"
"top drives – car cards racing","1069370674","5"
"traffic driving 3d: racing car","com.realcar3d.traffic.driving.simulator","5"
"trending music","1139055265","5"
"triple puzzle match","6449248850","5"
"triple ring match","com.mobirix.trm","5"
"trivia quiz knowledge","1175389256","5"
"tube mp3 music downloader","com.original.tube.mp3.music.downloader.all.download.snap.songs.video.app","5"
"tuner pro: guitar bass ukulele","1438248122","5"
"ultimate clash soccer","com.firsttouchgames.mpx","5"
"unblock it car puzzle game","com.de.modern.bus.driving.car.parking.game.challenge","5"
"universal truck simulator","com.dualcarbon.universaltrucksimulator","5"
"us conflict — tank battles","com.fourflash.usconflict","5"
"vehicle master 3d: car games","com.vehicle.master.car.game","5"
"vehicle simulator driving game","com.gamepark.vehicle.simulator.driving.games","5"
"vending sort","6449256872","5"
"video box","com.vvkdio.sout.boxo","5"
"vinted.fr","fr.vinted","5"
"vnexpress.net","net.vnexpress.iphone","5"
"vpn - unlimited best vpn proxy","1282216562","5"
"war and magic: kingdom reborn","com.stgl.global","5"
"war sniper: fps shooting game","6444106776","5"
"warplanes: ww2 dogfight","com.homenetgames.warplanes","5"
"water sort puzzle — love water","com.chichi.love.water.puzzle.color.sort","5"
"weather & radar","545993260","5"
"weatherpro lite","997728895","5"
"web scanner app","com.whatsapp.web.dual.app.scanner","5"
"wedotv - movies & series","ag.video_solutions.wedotv","5"
"wheel scale!","com.anderk.wheelscale","5"
"whispers - interactive stories","1546336250","5"
"widget 2024: aesthetic widgets","com.remi.widget","5"
"wood block puzzle - brain game","puzzle.blockpuzzle.cube.relax","5"
"woodber","1635289326","5"
"wooden block jigsaw puzzle","block.wood.jigsaw.game.wooden","5"
"word puzzle games: word bound","1373043021","5"
"word search: puzzle games","1197961218","5"
"wordalot - picture crossword","se.maginteractive.wordalot","5"
"wordbit tedesco (german for italian)","net.wordbit.deit","5"
"world football live","english.premier.live","5"
"world of airports","1462642534","5"
"world war: machines conquest","com.bigbreakgames.wot","5"
"would you rather choose?","dh3games.wouldyourather","5"
